Period,Number,Premium,Big/Small
20250425100010443,5,41505,B
20250425100010442,9,35419,B
20250425100010441,7,76887,B
20250425100010440,8,83508,B
20250425100010439,1,55671,S
20250425100010438,1,61801,S
20250425100010437,7,34517,B
20250425100010436,8,48178,B
20250425100010435,2,63672,S
20250425100010434,3,45673,S
20250425100010433,8,29358,B
20250425100010432,2,43702,S
20250425100010431,2,61522,S
20250425100010430,6,53076,B
20250425100010429,5,78825,B
20250425100010428,8,20138,B
20250425100010427,1,22451,S
20250425100010426,1,64131,S
20250425100010425,8,96538,B
20250425100010424,1,43201,S
20250425100010423,6,76036,B
20250425100010422,5,17545,B
20250425100010421,3,50433,S
20250425100010420,0,62510,S
20250425100010419,0,92680,S
20250425100010418,4,63874,S
20250425100010417,8,65928,B
20250425100010416,1,56021,S
20250425100010415,4,80754,S
20250425100010414,5,97065,B
20250425100010413,0,61110,S
20250425100010412,7,45467,B
20250425100010411,6,88836,B
20250425100010410,0,29450,S
20250425100010409,1,29431,S
20250425100010408,2,55452,S
20250425100010407,0,34640,S
20250425100010406,9,44899,B
20250425100010405,4,51404,S
20250425100010404,5,36055,B
20250425100010403,1,93951,S
20250425100010402,4,15054,S
20250425100010401,3,56803,S
20250425100010400,1,49731,S
20250425100010399,3,11713,S
20250425100010398,4,72364,S
20250425100010397,6,91726,B
20250425100010396,4,33734,S
20250425100010395,2,56422,S
20250425100010394,3,14773,S
20250425100010393,0,81060,S
20250425100010392,8,17778,B
20250425100010391,4,75504,S
20250425100010390,5,75715,B
20250425100010389,5,77805,B
20250425100010388,8,92818,B
20250425100010387,8,57448,B
20250425100010386,3,29733,S
20250425100010385,2,20622,S
20250425100010384,0,74400,S
20250425100010383,1,79561,S
20250425100010382,9,75799,B
20250425100010381,0,50580,S
20250425100010380,8,35058,B
20250425100010379,1,52491,S
20250425100010378,0,97900,S
20250425100010377,2,13362,S
20250425100010376,0,70840,S
20250425100010375,1,54801,S
20250425100010374,2,81572,S
20250425100010373,1,73791,S
20250425100010372,8,30128,B
20250425100010371,2,49582,S
20250425100010370,7,20507,B
20250425100010369,0,87490,S
20250425100010368,9,87319,B
20250425100010367,8,35258,B
20250425100010366,3,72363,S
20250425100010365,3,49443,S
20250425100010364,1,82301,S
20250425100010363,2,91112,S
20250425100010362,1,26391,S
20250425100010361,0,36460,S
20250425100010360,5,42225,B
20250425100010359,4,30734,S
20250425100010358,5,82555,B
20250425100010357,1,80291,S
20250425100010356,7,86177,B
20250425100010355,1,97211,S
20250425100010354,0,87870,S
20250425100010353,9,38469,B
20250425100010352,4,99564,S
20250425100010351,7,76807,B
20250425100010350,9,91989,B
20250425100010349,8,97118,B
20250425100010348,6,26426,B
20250425100010347,7,12067,B
20250425100010346,1,47541,S
20250425100010345,1,61861,S
20250425100010344,7,23637,B
20250425100010343,0,67550,S
20250425100010342,6,58466,B
20250425100010341,0,65660,S
20250425100010340,6,90716,B
20250425100010339,6,51026,B
20250425100010338,8,36318,B
20250425100010337,1,63301,S
20250425100010336,8,74448,B
20250425100010335,5,22475,B
20250425100010334,1,80991,S
20250425100010333,4,98824,S
20250425100010332,6,15846,B
20250425100010331,1,46091,S
20250425100010330,7,73357,B
20250425100010329,6,25076,B
20250425100010328,3,49443,S
20250425100010327,8,94108,B
20250425100010326,4,86444,S
20250425100010325,4,85934,S
20250425100010324,9,58729,B
20250425100010323,3,83583,S
20250425100010322,1,56531,S
20250425100010321,6,13136,B
20250425100010320,7,15107,B
20250425100010319,1,80261,S
20250425100010318,8,92448,B
20250425100010317,6,72116,B
20250425100010316,5,98895,B
20250425100010315,0,87420,S
20250425100010314,3,39473,S
20250425100010313,5,34635,B
20250425100010312,5,59195,B
20250425100010311,7,25747,B
20250425100010310,3,33303,S
20250425100010309,1,67501,S
20250425100010308,1,33001,S
20250425100010307,2,19562,S
20250425100010306,2,46442,S
20250425100010305,9,92789,B
20250425100010304,8,30748,B
20250425100010303,2,11032,S
20250425100010302,9,36129,B
20250425100010301,2,49932,S
20250425100010300,3,69543,S
20250425100010299,9,76639,B
20250425100010298,3,38983,S
20250425100010297,4,16974,S
20250425100010296,9,91679,B
20250425100010295,4,59954,S
20250425100010294,1,35151,S
20250425100010293,2,65832,S
20250425100010292,5,61315,B
20250425100010291,6,34356,B
20250425100010290,0,86850,S
20250425100010289,8,39628,B
20250425100010288,8,23718,B
20250425100010287,2,46622,S
20250425100010286,2,82462,S
20250425100010285,6,61436,B
20250425100010284,8,69798,B
20250425100010283,0,70440,S
20250425100010282,1,81571,S
20250425100010281,5,95165,B
20250425100010280,8,88658,B
20250425100010279,3,19573,S
20250425100010278,4,13744,S
20250425100010277,8,60458,B
20250425100010276,3,42353,S
20250425100010275,8,16738,B
20250425100010274,5,76535,B
20250425100010273,8,85608,B
20250425100010272,4,56734,S
20250425100010271,2,86472,S
20250425100010270,0,42390,S
20250425100010269,2,66732,S
20250425100010268,3,37393,S
20250425100010267,2,98722,S
20250425100010266,7,39507,B
20250425100010265,5,28645,B
20250425100010264,7,18267,B
20250425100010263,1,10111,S
20250425100010262,7,92907,B
20250425100010261,6,40416,B
20250425100010260,0,11260,S
20250425100010259,1,20131,S
20250425100010258,1,25661,S
20250425100010257,9,70139,B
20250425100010256,1,18591,S
20250425100010255,8,23938,B
20250425100010254,7,10097,B
20250425100010253,6,24176,B
20250425100010252,0,72150,S
20250425100010251,3,35513,S
20250425100010250,8,67498,B
20250425100010249,6,47886,B
20250425100010248,5,96815,B
20250425100010247,6,17636,B
20250425100010246,5,23605,B
20250425100010245,7,40087,B
20250425100010244,2,58462,S
20250425100010243,5,54465,B
20250425100010242,6,56996,B
20250425100010241,5,36445,B
20250425100010240,3,89843,S
20250425100010239,2,99992,S
20250425100010238,7,75577,B
20250425100010237,7,53477,B
20250425100010236,6,36876,B
20250425100010235,8,68308,B
20250425100010234,0,31990,S
20250425100010233,3,73533,S
20250425100010232,0,69400,S
20250425100010231,4,80004,S
20250425100010230,7,48947,B
20250425100010229,7,70387,B
20250425100010228,0,42450,S
20250425100010227,6,75006,B
20250425100010226,5,95865,B
20250425100010225,4,69584,S
20250425100010224,7,74907,B
20250425100010223,0,75900,S
20250425100010222,6,41176,B
20250425100010221,5,61895,B
20250425100010220,2,34442,S
20250425100010219,4,52864,S
20250425100010218,8,19008,B
20250425100010217,8,92998,B
20250425100010216,3,63663,S
20250425100010215,4,23224,S
20250425100010214,0,59410,S
20250425100010213,4,27844,S
20250425100010212,3,41123,S
20250425100010211,4,27744,S
20250425100010210,8,60688,B
20250425100010209,9,72629,B
20250425100010208,5,78955,B
20250425100010207,5,80265,B
20250425100010206,2,66812,S
20250425100010205,7,11057,B
20250425100010204,5,61085,B
20250425100010203,2,29682,S
20250425100010202,8,94508,B
20250425100010201,9,25159,B
20250425100010200,3,24023,S
20250425100010199,2,32212,S
20250425100010198,3,95603,S
20250425100010197,1,61351,S
20250425100010196,3,30483,S
20250425100010195,2,67152,S
20250425100010194,9,12849,B
20250425100010193,5,65945,B
20250425100010192,8,82828,B
20250425100010191,3,31573,S
20250425100010190,8,66708,B
20250425100010189,5,86155,B
20250425100010188,5,21255,B
20250425100010187,5,10075,B
20250425100010186,3,26813,S
20250425100010185,9,61259,B
20250425100010184,2,45262,S
20250425100010183,8,16898,B
20250425100010182,7,71907,B
20250425100010181,5,41845,B
20250425100010180,4,61154,S
20250425100010179,5,43565,B
20250425100010178,1,79581,S
20250425100010177,5,50555,B
20250425100010176,8,98688,B
20250425100010175,2,82272,S
20250425100010174,1,86661,S
20250425100010173,1,58831,S
20250425100010172,3,45793,S
20250425100010171,8,36368,B
20250425100010170,4,21944,S
20250425100010169,0,60800,S
20250425100010168,0,69620,S
20250425100010167,8,98388,B
20250425100010166,1,54771,S
20250425100010165,5,46475,B
20250425100010164,4,11544,S
20250425100010163,3,30623,S
20250425100010162,7,76777,B
20250425100010161,1,79611,S
20250425100010160,2,35572,S
20250425100010159,5,76465,B
20250425100010158,0,10060,S
20250425100010157,4,34054,S
20250425100010156,0,79890,S
20250425100010155,3,47473,S
20250425100010154,6,36356,B
20250425100010153,0,65930,S
20250425100010152,8,48488,B
20250425100010151,0,71500,S
20250425100010150,0,14880,S
20250425100010149,0,79780,S
20250425100010148,5,71585,B
20250425100010147,3,44253,S
20250425100010146,0,95390,S
20250425100010145,8,33038,B
20250425100010144,1,30841,S
20250425100010143,0,54590,S
20250425100010142,4,39364,S
20250425100010141,9,77919,B
20250425100010140,6,98196,B
20250425100010139,0,42020,S
20250425100010138,6,81606,B
20250425100010137,2,25352,S
20250425100010136,5,94735,B
20250425100010135,4,66134,S
20250425100010134,7,55047,B
20250425100010133,9,79919,B
20250425100010132,5,28455,B
20250425100010131,0,45880,S
20250425100010130,0,39280,S
20250425100010129,4,15614,S
20250425100010128,1,93891,S
20250425100010127,8,34668,B
20250425100010126,2,25932,S
20250425100010125,0,58010,S
20250425100010124,7,81557,B
20250425100010123,1,35551,S
20250425100010122,6,34266,B
20250425100010121,8,46328,B
20250425100010120,4,29934,S
20250425100010119,5,87345,B
20250425100010118,5,42825,B
20250425100010117,8,16068,B
20250425100010116,0,94040,S
20250425100010115,0,74960,S
20250425100010114,4,55734,S
20250425100010113,8,75008,B
20250425100010112,2,57062,S
20250425100010111,6,34416,B
20250425100010110,1,54841,S
20250425100010109,2,53582,S
20250425100010108,8,65338,B
20250425100010107,6,55366,B
20250425100010106,3,28333,S
20250425100010105,3,94193,S
20250425100010104,6,25286,B
20250425100010103,0,85440,S
20250425100010102,4,32834,S
20250425100010101,7,76767,B
20250425100010100,8,65928,B
20250425100010099,5,53375,B
20250425100010098,6,41526,B
20250425100010097,4,54484,S
20250425100010096,5,69685,B
20250425100010095,3,56393,S
20250425100010094,8,12078,B
20250425100010093,9,40249,B
20250425100010092,5,69245,B
20250425100010091,3,61313,S
20250425100010090,5,55755,B
20250425100010089,4,14354,S
20250425100010088,2,38392,S
20250425100010087,3,45083,S
20250425100010086,9,68829,B
20250425100010085,5,30035,B
20250425100010084,5,49135,B
20250425100010083,0,13780,S
20250425100010082,7,31937,B
20250425100010081,5,93055,B
20250425100010080,4,45854,S
20250425100010079,3,64773,S
20250425100010078,6,14496,B
20250425100010077,8,11828,B
20250425100010076,0,63600,S
20250425100010075,5,74485,B
20250425100010074,7,28187,B
20250425100010073,1,60981,S
20250425100010072,1,75271,S
20250425100010071,7,35527,B
20250425100010070,8,62538,B
20250425100010069,4,47984,S
20250425100010068,8,12328,B
20250425100010067,4,36734,S
20250425100010066,8,86228,B
20250425100010065,1,54511,S
20250425100010064,2,91172,S
20250425100010063,6,13926,B
20250425100010062,8,77018,B
20250425100010061,8,41268,B
20250425100010060,2,56752,S
20250425100010059,9,90479,B
20250425100010058,3,77263,S
20250425100010057,6,63776,B
20250425100010056,1,23511,S
20250425100010055,1,74511,S
20250425100010054,2,93172,S
20250425100010053,6,60076,B
20250425100010052,9,51279,B
20250425100010051,4,36304,S
20250425100010050,7,41027,B
20250425100010049,1,87501,S
20250425100010048,8,29578,B
20250425100010047,5,83425,B
20250425100010046,3,24593,S
20250425100010045,5,12435,B
20250425100010044,4,42814,S
20250425100010043,1,43311,S
20250425100010042,3,91633,S
20250425100010041,7,72177,B
20250425100010040,7,16307,B
20250425100010039,8,19558,B
20250425100010038,2,73142,S
20250425100010037,5,98655,B
20250425100010036,3,96523,S
20250425100010035,6,24476,B
20250425100010034,0,18650,S
20250425100010033,8,46148,B
20250425100010032,6,29736,B
20250425100010031,3,52873,S
20250425100010030,7,24387,B
20250425100010029,3,60133,S
20250425100010028,7,20387,B
20250425100010027,7,55267,B
20250425100010026,6,25446,B
20250425100010025,2,72002,S
20250425100010024,1,83741,S
20250425100010023,6,64466,B
20250425100010022,4,52134,S
20250425100010021,6,77116,B
20250425100010020,5,90635,B
20250425100010019,8,90018,B
20250425100010018,2,62442,S
20250425100010017,1,58441,S
20250425100010016,1,99361,S
20250425100010015,4,86724,S
20250425100010014,2,51562,S
20250425100010013,4,10794,S
20250425100010012,9,18989,B
20250425100010011,0,25420,S
20250425100010010,2,18542,S
20250425100010009,7,74867,B
20250425100010008,2,80132,S
20250425100010007,7,14197,B
20250425100010006,3,41053,S
20250425100010005,5,19545,B
20250425100010004,7,34617,B
20250425100010003,3,23073,S
20250425100010002,8,64438,B
20250425100010001,8,98098,B
20250424100011440,1,46901,S
20250424100011439,6,49526,B
20250424100011438,5,67645,B
20250424100011437,9,70249,B
20250424100011436,0,72060,S
20250424100011435,1,17191,S
20250424100011434,6,81136,B
20250424100011433,2,67862,S
20250424100011432,8,78808,B
20250424100011431,8,21238,B
20250424100011430,4,76984,S
20250424100011429,8,74758,B
20250424100011428,8,23288,B
20250424100011427,5,44235,B
20250424100011426,4,31214,S
20250424100011425,8,88798,B
20250424100011424,6,53786,B
20250424100011423,3,63873,S
20250424100011422,1,21371,S
20250424100011421,5,51655,B
20250424100011420,1,17131,S
20250424100011419,9,26479,B
20250424100011418,4,43144,S
20250424100011417,9,15369,B
20250424100011416,1,40181,S
20250424100011415,2,35222,S
20250424100011414,7,76627,B
20250424100011413,7,79847,B
20250424100011412,5,75875,B
20250424100011411,3,95223,S
20250424100011410,0,94570,S
20250424100011409,7,16927,B
20250424100011408,9,17119,B
20250424100011407,6,45436,B
20250424100011406,9,29029,B
20250424100011405,3,85233,S
20250424100011404,1,88471,S
20250424100011403,2,46362,S
20250424100011402,8,71788,B
20250424100011401,8,41328,B
20250424100011400,1,37041,S
20250424100011399,7,97037,B
20250424100011398,4,98254,S
20250424100011397,4,21564,S
20250424100011396,1,51741,S
20250424100011395,2,85402,S
20250424100011394,3,47633,S
20250424100011393,5,90885,B
20250424100011392,5,17715,B
20250424100011391,1,21271,S
20250424100011390,8,97378,B
20250424100011389,7,35177,B
20250424100011388,9,96109,B
20250424100011387,1,42831,S
20250424100011386,4,98244,S
20250424100011385,1,56901,S
20250424100011384,5,84695,B
20250424100011383,4,26104,S
20250424100011382,6,87246,B
20250424100011381,9,35899,B
20250424100011380,0,16110,S
20250424100011379,4,61344,S
20250424100011378,3,86513,S
20250424100011377,8,78418,B
20250424100011376,6,20766,B
20250424100011375,7,57277,B
20250424100011374,7,95877,B
20250424100011373,3,85553,S
20250424100011372,8,92748,B
20250424100011371,2,70612,S
20250424100011370,9,23729,B
20250424100011369,1,59071,S
20250424100011368,5,50425,B
20250424100011367,6,96326,B
20250424100011366,4,71234,S
20250424100011365,3,30163,S
20250424100011364,2,65622,S
20250424100011363,0,24800,S
20250424100011362,9,63379,B
20250424100011361,9,90209,B
20250424100011360,6,70256,B
20250424100011359,4,95604,S
20250424100011358,5,98315,B
20250424100011357,2,54002,S
20250424100011356,5,38765,B
20250424100011355,4,34474,S
20250424100011354,5,13085,B
20250424100011353,4,31094,S
20250424100011352,0,19420,S
20250424100011351,4,83684,S
20250424100011350,8,58788,B
20250424100011349,6,47006,B
20250424100011348,9,21899,B
20250424100011347,3,82423,S
20250424100011346,0,77580,S
20250424100011345,4,61974,S
20250424100011344,8,57168,B
20250424100011343,9,63169,B
20250424100011342,4,22094,S
20250424100011341,6,41646,B
20250424100011340,0,73060,S
20250424100011339,0,51450,S
20250424100011338,0,84920,S
20250424100011337,6,81856,B
20250424100011336,7,30717,B
20250424100011335,9,38049,B
20250424100011334,7,43987,B
20250424100011333,4,48414,S
20250424100011332,2,71482,S
20250424100011331,6,58446,B
20250424100011330,0,77400,S
